# Created by ensembl_prep v1.2.0 based on Ensembl release 75 (genome build GRCh37)
ENSG	GENE	ENST
ENSG00000070614	NDST1	ENST00000261797
ENSG00000176984	AP000679.2	ENST00000319763
ENSG00000011523	CEP68	ENST00000377990
ENSG00000119707	RBM25	ENST00000261973
ENSG00000173653	RCE1	ENST00000309657
ENSG00000158104	HPD	ENST00000289004
ENSG00000175868	CALCB	ENST00000533448
ENSG00000158828	PINK1	ENST00000321556
ENSG00000154814	OXNAD1	ENST00000285083
ENSG00000077044	DGKD	ENST00000264057
ENSG00000218336	TENM3	ENST00000511685
ENSG00000130489	SCO2	ENST00000543927
ENSG00000196832	OR11G2	ENST00000357366
ENSG00000196787	HIST1H2AG	ENST00000359193
ENSG00000196781	TLE1	ENST00000376499
ENSG00000158352	SHROOM4	ENST00000376020
ENSG00000158825	CDA	ENST00000375071
ENSG00000000460	C1orf112	ENST00000286031
ENSG00000184956	MUC6	ENST00000421673
ENSG00000137571	SLCO5A1	ENST00000260126
ENSG00000184954	OR6C70	ENST00000327335
ENSG00000148690	FRA10AC1	ENST00000359204
ENSG00000137575	SDCBP	ENST00000260130
ENSG00000137574	TGS1	ENST00000260129
ENSG00000172927	MYEOV	ENST00000308946
ENSG00000172922	RNASEH2C	ENST00000308418
ENSG00000164318	EGFLAM	ENST00000354891
ENSG00000100342	APOL1	ENST00000319136
ENSG00000134452	FBXO18	ENST00000379999
ENSG00000155636	RBM45	ENST00000286070
ENSG00000248712	CCDC153	ENST00000503566
ENSG00000100346	CACNA1I	ENST00000402142
ENSG00000100347	SAMM50	ENST00000350028
ENSG00000100344	PNPLA3	ENST00000216180
ENSG00000175505	CLCF1	ENST00000312438
ENSG00000268367	AC126614.1	ENST00000598001
ENSG00000054392	HHAT	ENST00000545154
ENSG00000100348	TXN2	ENST00000216185
ENSG00000182732	RGS6	ENST00000553525
ENSG00000159199	ATP5G1	ENST00000393366
ENSG00000171681	ATF7IP	ENST00000544627
ENSG00000126759	CFP	ENST00000247153
ENSG00000173039	RELA	ENST00000406246
ENSG00000004534	RBM6	ENST00000266022
ENSG00000111275	ALDH2	ENST00000261733
ENSG00000205664	RP11-706O15.1	ENST00000425492
ENSG00000186603	HPDL	ENST00000334815
ENSG00000126752	SSX1	ENST00000376919
ENSG00000122986	HVCN1	ENST00000356742
ENSG00000126756	UXT	ENST00000335890
ENSG00000121769	FABP3	ENST00000373713
ENSG00000170605	OR9K2	ENST00000305377
ENSG00000235608	NKX1-1	ENST00000422806
ENSG00000010072	SPRTN	ENST00000295050
ENSG00000203733	GJE1	ENST00000450456
ENSG00000203730	TEDDM1	ENST00000367565
ENSG00000203737	GPR52	ENST00000367685
ENSG00000121764	HCRTR1	ENST00000403528
ENSG00000174567	GOLT1A	ENST00000308302
ENSG00000121766	ZCCHC17	ENST00000422613
ENSG00000181381	DDX60L	ENST00000260184
ENSG00000116748	AMPD1	ENST00000520113
ENSG00000008710	PKD1	ENST00000262304
ENSG00000083782	EPYC	ENST00000261172
ENSG00000206549	PRSS50	ENST00000460241
ENSG00000116741	RGS2	ENST00000235382
ENSG00000154114	TBCEL	ENST00000422003
ENSG00000116745	RPE65	ENST00000262340
ENSG00000116747	TROVE2	ENST00000367446
ENSG00000244274	DBNDD2	ENST00000372710
ENSG00000197780	TAF13	ENST00000338366
ENSG00000170777	TPD52L3	ENST00000344545
ENSG00000120586	MRC1	ENST00000239761
ENSG00000170759	KIF5B	ENST00000302418
ENSG00000197785	ATAD3A	ENST00000378755
ENSG00000177764	ZCCHC3	ENST00000382352
ENSG00000100711	ZFYVE21	ENST00000216602
ENSG00000135205	CCDC146	ENST00000285871
ENSG00000186652	PRG2	ENST00000311862
ENSG00000170889	RPS9	ENST00000302907
ENSG00000196793	ZNF239	ENST00000306006
ENSG00000099795	NDUFB7	ENST00000215565
ENSG00000099797	TECR	ENST00000215567
ENSG00000185633	NDUFA4L2	ENST00000393825
ENSG00000183878	UTY	ENST00000382896
ENSG00000091536	MYO15A	ENST00000205890
ENSG00000140009	ESR2	ENST00000341099
ENSG00000269709	AL109659.1	ENST00000601108
ENSG00000178531	CTXN1	ENST00000318978
ENSG00000026025	VIM	ENST00000544301
ENSG00000112561	TFEB	ENST00000358871
ENSG00000269700	AC069547.2	ENST00000596442
ENSG00000172247	C1QTNF4	ENST00000302514
ENSG00000136888	ATP6V1G1	ENST00000374050
ENSG00000156261	CCT8	ENST00000286788
ENSG00000131233	GJA9	ENST00000357771
ENSG00000104970	KIR3DX1	ENST00000335056
ENSG00000104973	MED25	ENST00000312865
ENSG00000104972	LILRB1	ENST00000324602
ENSG00000175387	SMAD2	ENST00000402690
ENSG00000104976	SNAPC2	ENST00000221573
ENSG00000079999	KEAP1	ENST00000171111
ENSG00000164305	CASP3	ENST00000308394
ENSG00000261086	RP11-379H8.1	ENST00000568285
ENSG00000086548	CEACAM6	ENST00000199764
ENSG00000135127	CCDC64	ENST00000397558
ENSG00000107372	ZFAND5	ENST00000237937
ENSG00000137563	GGH	ENST00000260118
ENSG00000132024	CC2D1A	ENST00000318003
ENSG00000168172	HOOK3	ENST00000307602
ENSG00000180509	KCNE1	ENST00000337385
ENSG00000172938	MRGPRD	ENST00000309106
ENSG00000178878	APOLD1	ENST00000326765
ENSG00000129170	CSRP3	ENST00000533783
ENSG00000226907	CT45A6	ENST00000491002
ENSG00000129173	E2F8	ENST00000527884
ENSG00000155974	GRIP1	ENST00000398016
ENSG00000134874	DZIP1	ENST00000347108
ENSG00000106537	TSPAN13	ENST00000262067
ENSG00000106536	POU6F2	ENST00000403058
ENSG00000134871	COL4A2	ENST00000360467
ENSG00000165629	ATP5C1	ENST00000356708
ENSG00000269563	AC138655.1	ENST00000601243
ENSG00000106538	RARRES2	ENST00000466675
ENSG00000248801	RP11-664D7.4	ENST00000512294
ENSG00000175166	PSMD2	ENST00000310118
ENSG00000139329	LUM	ENST00000266718
ENSG00000198055	GRK6	ENST00000528793
ENSG00000175161	CADM2	ENST00000405615
ENSG00000155858	LSM11	ENST00000286307
ENSG00000228032	C14orf144	ENST00000419115
ENSG00000139323	POC1B	ENST00000313546
ENSG00000139324	TMTC3	ENST00000266712
ENSG00000113719	ERGIC1	ENST00000393784
ENSG00000147206	NXF3	ENST00000395065
ENSG00000180475	OR10Q1	ENST00000316770
ENSG00000139613	SMARCC2	ENST00000267064
ENSG00000185385	OR7A17	ENST00000327462
ENSG00000220201	ZGLP1	ENST00000403903
ENSG00000113712	CSNK1A1	ENST00000515768
ENSG00000220205	VAMP2	ENST00000316509
ENSG00000113716	HMGXB3	ENST00000502717
ENSG00000169347	GP2	ENST00000381362
ENSG00000140274	DUOXA2	ENST00000323030
ENSG00000166669	ATF7IP2	ENST00000396560
ENSG00000064651	SLC12A2	ENST00000262461
ENSG00000111110	PPM1H	ENST00000228705
ENSG00000064652	SNX24	ENST00000261369
ENSG00000156515	HK1	ENST00000404387
ENSG00000160563	MED27	ENST00000292035
ENSG00000184465	WDR27	ENST00000448612
ENSG00000182851	GPIHBP1	ENST00000330824
ENSG00000163064	EN1	ENST00000295206
ENSG00000065833	ME1	ENST00000369705
ENSG00000065526	SPEN	ENST00000375759
ENSG00000163067	ZNF2	ENST00000340539
ENSG00000189433	GJB4	ENST00000339480
ENSG00000140612	SEC11A	ENST00000558134
ENSG00000189430	NCR1	ENST00000291890
ENSG00000013573	DDX11	ENST00000407793
ENSG00000124467	PSG8	ENST00000306511
ENSG00000182853	VMO1	ENST00000328739
ENSG00000167785	ZNF558	ENST00000601372
ENSG00000163069	SGCB	ENST00000381431
ENSG00000149564	ESAM	ENST00000278927
ENSG00000111713	GYS2	ENST00000261195
ENSG00000125686	MED1	ENST00000300651
ENSG00000111711	GOLT1B	ENST00000229314
ENSG00000205810	KLRC3	ENST00000381903
ENSG00000111716	LDHB	ENST00000396076
ENSG00000130538	OR11H1	ENST00000252835
ENSG00000079335	CDC14A	ENST00000361544
ENSG00000239605	C2orf61	ENST00000445927
ENSG00000079332	SAR1A	ENST00000373242
ENSG00000166922	SCG5	ENST00000300175
ENSG00000188523	C9orf171	ENST00000343036
ENSG00000107954	NEURL1	ENST00000369780
ENSG00000175183	CSRP2	ENST00000311083
ENSG00000166926	MS4A6E	ENST00000300182
ENSG00000166927	MS4A7	ENST00000300184
ENSG00000166924	NYAP1	ENST00000300179
ENSG00000166925	TSC22D4	ENST00000300181
ENSG00000170482	SLC23A1	ENST00000353963
ENSG00000166928	MS4A14	ENST00000531783
ENSG00000188529	SRSF10	ENST00000492112
ENSG00000107959	PITRM1	ENST00000380989
ENSG00000160785	SLC25A44	ENST00000359511
ENSG00000182372	CLN8	ENST00000331222
ENSG00000160781	PAQR6	ENST00000335852
ENSG00000102078	SLC25A14	ENST00000218197
ENSG00000039139	DNAH5	ENST00000265104
ENSG00000102076	OPN1LW	ENST00000369951
ENSG00000237190	CDKN2AIPNL	ENST00000458198
ENSG00000169169	CPT1C	ENST00000392518
ENSG00000088899	LZTS3	ENST00000337576
ENSG00000160789	LMNA	ENST00000368300
ENSG00000162695	SLC30A7	ENST00000370112
ENSG00000163202	LCE3D	ENST00000368787
ENSG00000213906	LTB4R2	ENST00000543919
ENSG00000213901	SLC23A3	ENST00000455516
ENSG00000241690	TMEM239	ENST00000380593
ENSG00000163206	SMCP	ENST00000368765
ENSG00000163207	IVL	ENST00000368764
ENSG00000163209	SPRR3	ENST00000331860
ENSG00000109625	CPZ	ENST00000360986
ENSG00000198271	KRTAP4-5	ENST00000343246
ENSG00000167842	MIS12	ENST00000381165
ENSG00000198270	TMEM116	ENST00000552374
ENSG00000062598	ELMO2	ENST00000290246
ENSG00000182378	PLCXD1	ENST00000381657
ENSG00000131791	PRKAB2	ENST00000254101
ENSG00000255072	PIGY	ENST00000527353
ENSG00000131795	RBM8A	ENST00000330165
ENSG00000167840	ZNF232	ENST00000250076
ENSG00000118242	MREG	ENST00000263268
ENSG00000230657	PRB4	ENST00000279575
ENSG00000118246	FASTKD2	ENST00000236980
ENSG00000176125	UFSP1	ENST00000388761
ENSG00000118245	TNP1	ENST00000236979
ENSG00000183206	POTEC	ENST00000358970
ENSG00000091972	CD200	ENST00000473539
ENSG00000171428	NAT1	ENST00000545197
ENSG00000159899	NPR2	ENST00000342694
ENSG00000176890	TYMS	ENST00000323274
ENSG00000027644	INSRR	ENST00000368195
ENSG00000146151	HMGCLL1	ENST00000398661
ENSG00000149313	AASDHPPT	ENST00000278618
ENSG00000132446	FTHL17	ENST00000359202
ENSG00000184389	A3GALT2	ENST00000442999
ENSG00000141577	AZI1	ENST00000450824
ENSG00000156172	C8orf37	ENST00000286688
ENSG00000138813	C4orf17	ENST00000326581
ENSG00000156171	DRAM2	ENST00000286692
ENSG00000138814	PPP3CA	ENST00000394854
ENSG00000177830	CHID1	ENST00000454838
ENSG00000184385	C21orf128	ENST00000329015
ENSG00000105708	ZNF14	ENST00000344099
ENSG00000133243	BTBD2	ENST00000255608
ENSG00000124224	PPP4R1L	ENST00000334187
ENSG00000133247	SUV420H2	ENST00000255613
ENSG00000214954	LRRC69	ENST00000448384
ENSG00000128973	CLN6	ENST00000249806
ENSG00000105700	KXD1	ENST00000602094
ENSG00000140873	ADAMTS18	ENST00000282849
ENSG00000105707	HPN	ENST00000262626
ENSG00000188386	PPP3R2	ENST00000374806
ENSG00000070444	MNT	ENST00000174618
ENSG00000188385	JAKMIP3	ENST00000298622
ENSG00000107742	SPOCK2	ENST00000373109
ENSG00000135835	KIAA1614	ENST00000367588
ENSG00000135837	CEP350	ENST00000367607
ENSG00000135838	NPL	ENST00000367553
ENSG00000012223	LTF	ENST00000231751
ENSG00000064270	ATP2C2	ENST00000416219
ENSG00000188389	PDCD1	ENST00000334409
ENSG00000152413	HOMER1	ENST00000334082
ENSG00000273173	SNURF	ENST00000338094
ENSG00000126218	F10	ENST00000375559
ENSG00000172468	HSFY1	ENST00000307393
ENSG00000184166	OR1D2	ENST00000331459
ENSG00000184164	CRELD2	ENST00000404488
ENSG00000184162	NR2C2AP	ENST00000331552
ENSG00000184163	FAM132A	ENST00000330388
ENSG00000184160	ADRA2C	ENST00000330055
ENSG00000126749	EMG1	ENST00000261406
ENSG00000155833	CYLC2	ENST00000374798
ENSG00000093010	COMT	ENST00000361682
ENSG00000181408	UTS2R	ENST00000313135
ENSG00000181409	AATK	ENST00000326724
ENSG00000187123	LYPD6	ENST00000334166
ENSG00000008083	JARID2	ENST00000341776
ENSG00000172244	C5orf34	ENST00000306862
ENSG00000144791	LIMD1	ENST00000273317
ENSG00000172243	CLEC7A	ENST00000304084
ENSG00000166788	SAAL1	ENST00000524803
ENSG00000144792	ZNF660	ENST00000322734
ENSG00000162004	CCDC78	ENST00000293889
ENSG00000228672	PROB1	ENST00000434752
ENSG00000162552	WNT4	ENST00000290167
ENSG00000162551	ALPL	ENST00000374840
ENSG00000111339	ART4	ENST00000228936
ENSG00000244693	CTAGE8	ENST00000487179
ENSG00000170632	ARMC10	ENST00000323716
ENSG00000244694	PTCHD4	ENST00000339488
ENSG00000268552	AL109927.1	ENST00000601459
ENSG00000268553	AC027309.1	ENST00000601856
ENSG00000182271	TMIGD1	ENST00000328886
ENSG00000149761	NUDT22	ENST00000279206
ENSG00000186832	KRT16	ENST00000301653
ENSG00000135414	GDF11	ENST00000257868
ENSG00000125434	SLC25A35	ENST00000380067
ENSG00000134049	IER3IP1	ENST00000256433
ENSG00000066629	EML1	ENST00000334192
ENSG00000141096	DPEP3	ENST00000268793
ENSG00000161905	ALOX15	ENST00000570836
ENSG00000086159	AQP6	ENST00000315520
ENSG00000183018	SPNS2	ENST00000329078
ENSG00000181541	MAB21L2	ENST00000317605
ENSG00000161904	LEMD2	ENST00000293760
ENSG00000121236	TRIM6	ENST00000380097
ENSG00000266086	RP11-159D12.5	ENST00000578794
ENSG00000255408	PCDHA3	ENST00000522353
ENSG00000184792	OSBP2	ENST00000332585
ENSG00000115474	KCNJ13	ENST00000233826
ENSG00000163349	HIPK1	ENST00000369558
ENSG00000082515	MRPL22	ENST00000523037
ENSG00000206043	C18orf63	ENST00000579455
ENSG00000258744	RP11-80A15.1	ENST00000555109
ENSG00000206047	DEFA1	ENST00000382692
ENSG00000206044	AC005841.1	ENST00000382678
ENSG00000110619	CARS	ENST00000380525
ENSG00000115350	POLE4	ENST00000483063
ENSG00000167769	ACER1	ENST00000301452
ENSG00000126698	DNAJC8	ENST00000263697
ENSG00000167768	KRT1	ENST00000252244
ENSG00000175718	RBMXL3	ENST00000424776
ENSG00000131470	PSMC3IP	ENST00000393795
ENSG00000203727	SAMD5	ENST00000367474
ENSG00000136560	TANK	ENST00000392749
ENSG00000204394	VARS	ENST00000375663
ENSG00000165782	TMEM55B	ENST00000398020
ENSG00000204396	VWA7	ENST00000375688
ENSG00000204397	CARD16	ENST00000375706
ENSG00000204390	HSPA1L	ENST00000375654
ENSG00000204392	LSM2	ENST00000375661
ENSG00000204393	RP11-410N8.4	ENST00000375670
ENSG00000185100	ADSSL1	ENST00000332972
ENSG00000204398	RP11-65D24.2	ENST00000375713
ENSG00000154153	FAM134B	ENST00000306320
ENSG00000101751	POLI	ENST00000579534
ENSG00000101280	ANGPT4	ENST00000381922
ENSG00000156256	USP16	ENST00000334352
ENSG00000101282	RSPO4	ENST00000217260
ENSG00000102900	NUP93	ENST00000308159
ENSG00000137968	SLC44A5	ENST00000535611
ENSG00000154485	MMP21	ENST00000368808
ENSG00000158106	RHPN1	ENST00000289013
ENSG00000158109	TPRG1L	ENST00000378344
ENSG00000137965	IFI44	ENST00000370747
ENSG00000141646	SMAD4	ENST00000342988
ENSG00000137960	GIPC2	ENST00000370759
ENSG00000137745	MMP13	ENST00000260302
ENSG00000137962	ARHGAP29	ENST00000260526
ENSG00000137747	TMPRSS13	ENST00000524993
ENSG00000105298	CACTIN	ENST00000429344
ENSG00000005486	RHBDD2	ENST00000006777
ENSG00000005483	KMT2E	ENST00000311117
ENSG00000157828	RPS4Y2	ENST00000288666
ENSG00000157827	FMNL2	ENST00000288670
ENSG00000168014	C2CD3	ENST00000334126
ENSG00000157823	AP3S2	ENST00000336418
ENSG00000172301	COPRS	ENST00000302362
ENSG00000167766	ZNF83	ENST00000597597
ENSG00000102901	CENPT	ENST00000562787
ENSG00000099899	TRMT2A	ENST00000252136
ENSG00000119421	NDUFA8	ENST00000373768
ENSG00000165259	HDX	ENST00000297977
ENSG00000185418	TARSL2	ENST00000335968
ENSG00000165527	ARF6	ENST00000298316
ENSG00000185414	MRPL30	ENST00000338148
ENSG00000165525	NEMF	ENST00000298310
ENSG00000165521	EML5	ENST00000554922
ENSG00000245680	ZNF585B	ENST00000532828
ENSG00000101138	CSTF1	ENST00000217109
ENSG00000165194	PCDH19	ENST00000373034
ENSG00000174718	KIAA1551	ENST00000312561
ENSG00000101132	PFDN4	ENST00000371419
ENSG00000100167	SEPT3	ENST00000396426
ENSG00000196312	HIATL2	ENST00000602917
ENSG00000196313	POM121	ENST00000395270
ENSG00000101134	DOK5	ENST00000262593
ENSG00000162434	JAK1	ENST00000342505
ENSG00000257743	RP11-1220K2.2	ENST00000477922
ENSG00000119801	YPEL5	ENST00000379520
ENSG00000161265	U2AF1L4	ENST00000292879
ENSG00000063854	HAGH	ENST00000397356
ENSG00000116176	TPSG1	ENST00000234798
ENSG00000127616	SMARCA4	ENST00000429416
ENSG00000063015	SEZ6	ENST00000317338
ENSG00000116171	SCP2	ENST00000371514
ENSG00000128011	LRFN1	ENST00000248668
ENSG00000162341	TPCN2	ENST00000294309
ENSG00000161570	CCL5	ENST00000293272
ENSG00000161572	LYZL6	ENST00000585556
ENSG00000179532	DNHD1	ENST00000254579
ENSG00000112378	PERP	ENST00000421351
ENSG00000113525	IL5	ENST00000231454
ENSG00000113522	RAD50	ENST00000265335
ENSG00000113520	IL4	ENST00000231449
ENSG00000242550	SERPINB10	ENST00000238508
ENSG00000090447	TFAP4	ENST00000204517
ENSG00000172361	CCDC11	ENST00000398545
ENSG00000166800	LDHAL6A	ENST00000280706
ENSG00000140067	FAM181A	ENST00000267594
ENSG00000102144	PGK1	ENST00000373316
ENSG00000145545	SRD5A1	ENST00000274192
ENSG00000183715	OPCML	ENST00000331898
ENSG00000213689	TREX1	ENST00000422277
ENSG00000253457	SMIM18	ENST00000517349
ENSG00000139508	SLC46A3	ENST00000380814
ENSG00000148737	TCF7L2	ENST00000543371
ENSG00000148735	PLEKHS1	ENST00000369310
ENSG00000148734	NPFFR1	ENST00000277942
ENSG00000183718	TRIM52	ENST00000327767
ENSG00000148730	EIF4EBP2	ENST00000373218
ENSG00000182591	KRTAP11-1	ENST00000332378
ENSG00000133937	GSC	ENST00000238558
ENSG00000088038	CNOT3	ENST00000406403
ENSG00000205047	FLJ00104	ENST00000446344
ENSG00000081277	PKP1	ENST00000263946
ENSG00000205045	SLFN12L	ENST00000260908
ENSG00000116353	MECR	ENST00000263702
ENSG00000116350	SRSF4	ENST00000373795
ENSG00000253459	AL139099.1	ENST00000539688
ENSG00000120925	RNF170	ENST00000534961
ENSG00000117408	IPO13	ENST00000372343
ENSG00000256162	SMLR1	ENST00000541421
ENSG00000117400	MPL	ENST00000372470
ENSG00000241123	KRTAP10-5	ENST00000400372
ENSG00000214717	ZBED1	ENST00000381223
ENSG00000117407	ARTN	ENST00000414809
ENSG00000152256	PDK1	ENST00000392571
ENSG00000152254	G6PC2	ENST00000375363
ENSG00000073754	CD5L	ENST00000368174
ENSG00000073756	PTGS2	ENST00000367468
ENSG00000214435	AS3MT	ENST00000369880
ENSG00000151461	UPF2	ENST00000356352
ENSG00000131737	KRT34	ENST00000394001
ENSG00000259649	RP11-351M8.1	ENST00000560560
ENSG00000108010	GLRX3	ENST00000368644
ENSG00000006468	ETV1	ENST00000430479
ENSG00000218819	TDRD15	ENST00000405799
ENSG00000213928	IRF9	ENST00000396864
ENSG00000156414	TDRD9	ENST00000409874
ENSG00000126460	PRRG2	ENST00000246794
ENSG00000164128	NPY1R	ENST00000296533
ENSG00000164129	NPY5R	ENST00000515560
ENSG00000198648	STK39	ENST00000355999
ENSG00000164124	TMEM144	ENST00000296529
ENSG00000164125	FAM198B	ENST00000393807
ENSG00000146938	NLGN4X	ENST00000381095
ENSG00000164120	HPGD	ENST00000296522
ENSG00000198643	FAM3D	ENST00000358781
ENSG00000164122	ASB5	ENST00000296525
ENSG00000164123	C4orf45	ENST00000434826
ENSG00000171729	TMEM51	ENST00000428417
ENSG00000197299	BLM	ENST00000355112
ENSG00000013016	EHD3	ENST00000322054
ENSG00000104679	R3HCC1	ENST00000265806
ENSG00000100883	SRP54	ENST00000556994
ENSG00000234769	WASH4P	ENST00000326592
ENSG00000171720	HDAC3	ENST00000305264
ENSG00000159763	PIP	ENST00000291009
ENSG00000171722	C1orf111	ENST00000367935
ENSG00000171723	GPHN	ENST00000478722
ENSG00000155465	SLC7A7	ENST00000397532
ENSG00000197376	OR8S1	ENST00000310194
ENSG00000197375	SLC22A5	ENST00000245407
ENSG00000184258	CDR1	ENST00000370532
ENSG00000103066	PLA2G15	ENST00000219345
ENSG00000103067	ESRP2	ENST00000473183
ENSG00000103064	SLC7A6	ENST00000566454
ENSG00000088926	F11	ENST00000403665
ENSG00000123473	STIL	ENST00000371877
ENSG00000123472	ATPAF1	ENST00000576409
ENSG00000151500	THYN1	ENST00000341541
ENSG00000140688	C16orf58	ENST00000327237
ENSG00000185630	PBX1	ENST00000420696
ENSG00000230000	AC006455.1	ENST00000456890
ENSG00000176714	CCDC121	ENST00000394775
ENSG00000140682	TGFB1I1	ENST00000394863
ENSG00000107036	KIAA1432	ENST00000414202
ENSG00000170419	VSTM2A	ENST00000407838
ENSG00000125618	PAX8	ENST00000429538
ENSG00000160953	MUM1	ENST00000344663
ENSG00000160957	RECQL4	ENST00000428558
ENSG00000100084	HIRA	ENST00000263208
ENSG00000125611	CHCHD5	ENST00000324913
ENSG00000174970	OR10AG1	ENST00000312345
ENSG00000170412	GPRC5C	ENST00000392627
ENSG00000155287	SLC25A28	ENST00000370495
ENSG00000170417	TMEM182	ENST00000412401
ENSG00000156642	NPTN	ENST00000345330
ENSG00000170604	IRF2BP1	ENST00000302165
ENSG00000198429	ZNF69	ENST00000340180
ENSG00000178623	GPR35	ENST00000438013
ENSG00000254986	DPP3	ENST00000360510
ENSG00000015676	NUDCD3	ENST00000355451
ENSG00000134460	IL2RA	ENST00000379959
ENSG00000134461	ANKRD16	ENST00000380094
ENSG00000198420	FAM115A	ENST00000479870
ENSG00000134463	ECHDC3	ENST00000379215
ENSG00000198363	ASPH	ENST00000379454
ENSG00000124693	HIST1H3B	ENST00000244661
ENSG00000124875	CXCL6	ENST00000226317
ENSG00000171097	CCBL1	ENST00000302586
ENSG00000171094	ALK	ENST00000389048
ENSG00000111961	SASH1	ENST00000367467
ENSG00000111962	UST	ENST00000367463
ENSG00000129455	KLK8	ENST00000391806
ENSG00000100603	SNW1	ENST00000261531
ENSG00000167483	FAM129C	ENST00000335393
ENSG00000123612	ACVR1C	ENST00000243349
ENSG00000123610	TNFAIP6	ENST00000243347
ENSG00000012504	NR1H4	ENST00000551379
ENSG00000160049	DFFA	ENST00000377038
ENSG00000169575	VPREB1	ENST00000403807
ENSG00000078124	ACER3	ENST00000532485
ENSG00000169570	DTWD2	ENST00000510708
ENSG00000083720	OXCT1	ENST00000196371
ENSG00000136826	KLF4	ENST00000374672
ENSG00000136827	TOR1A	ENST00000351698
ENSG00000136824	SMC2	ENST00000286398
ENSG00000178722	C5orf64	ENST00000505642
ENSG00000136828	RALGPS1	ENST00000259351
ENSG00000204807	FAM27E2	ENST00000377529
ENSG00000181656	GPR88	ENST00000315033
ENSG00000072401	UBE2D1	ENST00000373910
ENSG00000134684	YARS	ENST00000373477
ENSG00000134686	PHC2	ENST00000257118
ENSG00000255529	POLR2M	ENST00000299638
ENSG00000168772	CXXC4	ENST00000394767
ENSG00000175595	ERCC4	ENST00000311895
ENSG00000168779	SHOX2	ENST00000389589
ENSG00000175592	FOSL1	ENST00000312562
ENSG00000175591	P2RY2	ENST00000311131
ENSG00000099139	PCSK5	ENST00000545128
ENSG00000038945	MSR1	ENST00000262101
ENSG00000092010	PSME1	ENST00000382708
ENSG00000099984	GSTT2	ENST00000215780
ENSG00000255582	OR10G2	ENST00000542433
ENSG00000111371	SLC38A1	ENST00000552197
ENSG00000105605	CACNG7	ENST00000391767
ENSG00000167723	TRPV3	ENST00000301365
ENSG00000094914	AAAS	ENST00000209873
ENSG00000196844	PATE2	ENST00000358524
ENSG00000094916	CBX5	ENST00000209875
ENSG00000108702	CCL1	ENST00000225842
ENSG00000205899	BHLHA9	ENST00000391429
ENSG00000205683	DPF3	ENST00000556509
ENSG00000204532	ZSCAN5C	ENST00000534327
ENSG00000108878	CACNG1	ENST00000226021
ENSG00000133106	EPSTI1	ENST00000313640
ENSG00000129965	INS-IGF2	ENST00000397270
ENSG00000059573	ALDH18A1	ENST00000371224
ENSG00000135374	ELF5	ENST00000312319
ENSG00000143889	HNRNPLL	ENST00000449105
ENSG00000177990	DPY19L2	ENST00000324472
ENSG00000134453	RBM17	ENST00000446108
ENSG00000177992	SPATA31E1	ENST00000325643
ENSG00000177994	C2orf73	ENST00000398634
ENSG00000143882	ATP6V1C2	ENST00000272238
ENSG00000129968	ABHD17A	ENST00000250974
ENSG00000070413	DGCR2	ENST00000263196
ENSG00000162076	FLYWCH2	ENST00000396958
ENSG00000105939	ZC3HAV1	ENST00000242351
ENSG00000023318	ERP44	ENST00000262455
ENSG00000112787	FBRSL1	ENST00000434748
ENSG00000133103	COG6	ENST00000455146
ENSG00000135336	ORC3	ENST00000257789
